srcip,sport,dstip,dport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,attack_cat,label
233,54179,134,529,tcp,INT,38.6837097718473,1763,1512,128,62,8,0,http,5.614492052540668,5.5929831096059335,74,3,903,77652,31072,529,0.9587293233903409,0.7030181240762648,0.32011957996209495,Backdoor,1
18,65273,90,633,tcp,INT,45.919653468166,966,769,118,81,8,2,smtp,0.14784165977786867,9.794463623669568,3,38,721,69086,78161,395,0.7790446339602328,0.2832403549892186,0.5429322857381265,Backdoor,1
89,2754,166,527,icmp,FIN,77.87197758602584,1429,1875,242,202,0,0,ftp,0.02314766167721749,7.1032129446464864,64,30,210,15661,47795,526,0.3629178183494489,0.2072821619437879,0.050987703438733045,Fuzzers,0
187,56287,8,204,tcp,FIN,56.18883104912351,646,288,244,29,1,8,dns,6.198722567877227,9.59414941338403,98,98,413,58284,85318,462,0.3356634143263476,0.40470029066356916,0.38778763489730117,DoS,1
64,56818,247,902,tcp,FIN,50.11255017308838,1267,1156,154,74,8,7,http,8.021388376691082,1.7019930742308043,10,49,899,1292,79359,299,0.34806948728935116,0.6698459478645157,0.9879868068057713,Backdoor,0
250,24609,173,442,udp,FIN,3.0329700041656804,313,1389,208,19,4,1,ssh,1.6532481376090191,6.236085493013945,83,87,121,52139,80948,641,0.6688377103508161,0.45293661168514376,0.5722238603724531,Backdoor,1
189,32325,13,554,udp,INT,4.223872407844665,1432,671,19,6,1,1,http,3.2640532478131967,9.64748110794834,70,19,118,92738,17143,342,0.8201367919421781,0.9454295993359749,0.08373698679313724,Normal,1
241,7608,44,557,tcp,FIN,86.08533044170545,951,805,24,159,7,7,dns,6.757758644702929,0.5307663608622326,31,93,630,20699,55428,254,0.7839150025394347,0.2857359739806986,0.4627709274143651,Analysis,1
242,23675,4,572,tcp,INT,82.88909156298753,1490,168,156,165,8,6,http,1.1128528798491555,5.642349064994874,44,29,894,67493,13349,170,0.05614977995631232,0.9116026054671447,0.9011760248353184,Backdoor,1
28,16393,170,311,tcp,CON,13.910194214616943,1626,1084,116,229,6,1,smtp,1.1411118671022369,1.0494699541071761,9,2,666,84642,10528,953,0.8560895561503685,0.5034923800720977,0.4915946114067463,Fuzzers,0
117,59524,170,340,udp,INT,87.97284821281825,825,1725,50,228,4,4,ftp,8.259478648477632,2.1891404590249017,64,85,855,59946,47818,107,0.37834109632215773,0.3355108517846447,0.9482855346119469,Backdoor,0
190,7932,42,159,udp,INT,97.91324634294301,615,1161,245,87,3,3,http,8.79552228957433,4.130467206611359,50,37,868,26312,14418,241,0.032575315245719105,0.7913374523722033,0.6488009902145141,Analysis,0
3,22948,139,751,udp,INT,71.54727886695346,1446,1110,155,224,7,1,ssh,2.021426999969141,9.857439002699671,38,58,603,59272,74754,467,0.8654219146215651,0.7406185799073023,0.7127068712371183,Fuzzers,1
115,32048,125,334,icmp,FIN,46.411058613972955,794,1579,42,242,7,3,http,6.716135582640512,3.4974325206419055,9,6,356,76774,56934,732,0.7930334169322276,0.6825076398050605,0.2211189061556489,Normal,1
175,64096,123,70,icmp,FIN,22.12981121719213,1739,647,35,20,2,0,ssh,6.354858817084105,9.868759734763833,64,92,658,61980,93783,934,0.36174082132151486,0.6284278447159396,0.5877012507721834,Analysis,1
202,53751,157,66,icmp,CON,88.82602504807708,958,1032,1,204,0,5,smtp,8.408340019176144,9.19259199841998,51,46,695,75032,79329,174,0.5649981521863563,0.5779587043074987,0.0528975300552299,Backdoor,0
106,61429,217,991,udp,CON,35.43464577270045,1512,1707,94,204,4,3,ssh,4.384796675102011,4.533131210503484,43,92,376,61385,86916,178,0.154222062661591,0.6044695804399077,0.21244831860114177,Backdoor,1
220,21033,233,449,icmp,FIN,24.0432442051275,1896,1153,122,9,5,0,dns,5.242306772747548,0.8963871491170761,12,86,996,34541,6705,937,0.8667455345398064,0.7143422143462459,0.22959546782707407,Fuzzers,0
172,18307,41,628,tcp,FIN,57.59381361154151,1362,1422,147,77,7,0,smtp,2.6638630066991,1.3362369637701532,38,10,324,16554,4371,129,0.7292059350651594,0.16930623953362212,0.39297915646517223,Backdoor,1
12,37883,240,556,icmp,CON,90.6042999557948,1204,1048,253,68,6,7,http,7.8096788042405505,2.0070551791872218,68,39,962,63438,26329,630,0.7694695509477588,0.3371659139813279,0.42633062715862824,Fuzzers,0
71,22996,146,869,udp,CON,87.05570507337552,1676,214,26,44,3,4,http,9.784105012801806,6.560078466596618,41,57,380,2446,52990,702,0.4961805121524807,0.17051328323295967,0.3482835003143948,Normal,1
239,2043,46,911,udp,FIN,80.9594440122314,1635,1272,44,220,0,5,ftp,3.288471678605519,5.0815598891232705,63,59,242,75576,64796,928,0.39383566509253476,0.5738150476400186,0.33737822711214616,DoS,0
1,53417,237,804,tcp,FIN,30.935814308769604,451,1308,176,208,3,5,http,1.016096109479706,7.609475887986882,3,80,838,6592,38671,766,0.5256066900212097,0.5697629683751481,0.06173121043360674,DoS,1
28,7144,94,1005,tcp,CON,76.42418449832711,817,181,56,143,4,6,ftp,4.456747252489576,5.60716831147963,52,15,462,15944,57460,165,0.9233240004589381,0.04364477685561574,0.7775206899581993,Normal,1
88,13643,114,239,icmp,CON,89.81043136242512,675,1684,75,32,1,9,smtp,0.06747206171981435,6.348276225806895,75,46,322,37678,88072,585,0.34237691356130306,0.19444645341929034,0.5678634453778467,Fuzzers,0
253,61873,246,471,tcp,CON,83.79873099959728,1637,1659,95,2,9,0,ftp,7.12793557298043,5.506667968188478,26,27,679,5013,3562,989,0.5672147979368227,0.9768527453499545,0.281909176934409,Fuzzers,1
180,48242,148,310,udp,INT,61.179192275839,1169,539,90,123,3,9,http,6.1811234647401125,3.020061990152929,75,51,416,46249,71058,798,0.5138017761067613,0.6796474527659281,0.30909684970957185,Fuzzers,0
38,42472,37,856,icmp,CON,56.5980103161064,274,827,132,148,2,5,smtp,2.7100202997476086,4.140775828046479,84,63,579,52459,81760,132,0.7447659968747179,0.7418703922862934,0.7264596343271034,Analysis,1
100,9355,18,299,icmp,INT,84.37863548948414,438,468,183,15,7,1,http,7.673715851002707,2.801318063552942,32,52,966,6539,56881,380,0.599592094567437,0.5653356285857789,0.31125761143733166,Backdoor,1
239,17201,209,817,udp,INT,52.35111616413325,617,1746,4,87,7,8,ssh,7.441551762730041,3.4556151148840772,73,17,405,50467,15414,168,0.3491405273889818,0.4603353226201249,0.649599989983934,Analysis,1
56,14287,89,246,icmp,FIN,24.58948884907919,1401,1900,80,149,9,0,http,4.791115538186093,6.027450614173555,13,51,191,94303,80752,417,0.6018956738149662,0.7125208607191144,0.6593216376536745,Analysis,0
147,42396,26,715,udp,CON,45.14757071732036,1211,1015,51,76,8,8,ftp,4.927110918106542,0.951304326302651,59,48,500,9747,85363,883,0.7953342331297237,0.3095536707472929,0.4177502571659105,Normal,1
118,33312,11,35,tcp,INT,84.92109875090343,1517,1436,5,26,0,1,smtp,6.270118351423246,2.4053782824063505,7,32,926,47367,67883,792,0.8355174909359724,0.18630013517910415,0.5410211433368001,Normal,1
194,24282,241,811,udp,INT,1.8815725636090685,884,431,143,4,6,4,ftp,9.384534298845663,4.963686487438846,76,76,901,82560,11025,864,0.44971500705250156,0.13599034140913857,0.752310987566084,Fuzzers,1
192,49141,146,850,icmp,FIN,41.44269356481759,90,1778,22,11,1,9,ssh,0.8800061338864285,3.8802372458600463,24,85,953,25638,86924,159,0.9177659133252507,0.8876684477121792,0.7844417165019393,Backdoor,1
212,51211,134,585,icmp,FIN,85.80979412899121,647,786,254,53,3,9,http,8.396711078435612,5.374728545543653,87,99,972,5131,39474,830,0.3501121466274286,0.16025350337647004,0.559225788328354,Normal,1
31,48725,150,560,icmp,INT,54.28795945943138,1333,744,227,199,6,2,ssh,3.103020272286324,8.204339460621386,37,63,194,30128,43391,396,0.29024973515405394,0.8681039892666365,0.1457069114614048,DoS,1
116,7847,107,481,tcp,FIN,39.38362447998524,669,418,143,86,0,7,ftp,5.581282813874683,0.6791872061898385,17,18,266,7457,54406,826,0.14089938369566368,0.05804334333456729,0.8743639859326886,DoS,1
176,40306,242,613,icmp,CON,71.30388547088728,99,1842,167,213,5,3,dns,4.243995932176141,8.370827037159543,98,65,509,6344,15926,565,0.5316909659414634,0.4329248216701824,0.640472932675014,DoS,0
107,14573,153,587,udp,INT,61.41165931972902,1616,116,169,201,1,4,http,0.0026045584566891655,0.35303149869878814,44,44,121,91220,50850,275,0.9094212229782047,0.199583254877424,0.7326070240833517,Normal,1
170,18578,163,513,udp,FIN,56.28561889290139,132,1198,151,160,9,2,smtp,3.6071761026881752,2.3375179001626956,27,67,130,14454,79968,707,0.3968119889050641,0.027611817465610478,0.8040727247207151,Normal,1
162,64136,227,542,udp,INT,23.13940878870705,1441,864,118,184,4,7,smtp,9.445760391840787,0.7645981128005996,60,47,506,80606,31760,605,0.4213659531019125,0.7370747096489576,0.5451481672098742,DoS,0
95,27820,1,144,icmp,INT,92.10067839947325,332,1134,212,98,2,5,smtp,2.3621389168234685,1.259861016979853,96,83,476,9518,81325,279,0.4079758002642154,0.3005088605903844,0.9433401320504426,DoS,0
26,51832,82,487,udp,INT,8.426264887248436,1563,1726,141,177,9,1,ftp,7.324145675392112,5.917669598556598,44,75,973,97589,1135,205,0.8601344338358652,0.6291048680213047,0.8748703964540266,Backdoor,0
247,16907,212,457,tcp,FIN,69.17358695123814,489,553,249,245,0,2,smtp,0.22435911256405427,9.645599988965945,39,74,485,77992,23237,342,0.39082765512356443,0.3225862748361088,0.2792092489757648,Fuzzers,0
210,63751,25,918,udp,FIN,66.93695653338972,1158,1036,40,104,5,1,ftp,2.3437165899596755,6.144390455519005,50,52,262,65321,54501,885,0.2518503338977175,0.14135791184516333,0.5179287012273411,Normal,0
228,18894,84,314,icmp,CON,13.014325278350336,1732,88,125,133,0,8,dns,4.988129056628204,4.295191994082344,55,49,393,70585,99499,856,0.14756798596310894,0.7320197877425536,0.12770781134560227,Normal,1
77,12762,42,991,tcp,CON,9.990939621784033,412,1308,4,1,7,6,http,4.874998079875688,2.878109847777328,94,17,493,24180,90339,224,0.6310696893455328,0.2560131593816253,0.6714367339347397,DoS,1
81,21875,182,915,tcp,INT,34.215564171883436,1132,1072,201,102,4,4,ssh,9.999978629606547,9.795269268717915,62,69,339,74878,42471,857,0.40179380600334935,0.11727144600412431,0.2566806265655843,Backdoor,0
83,12212,215,806,tcp,FIN,8.093264461678674,1623,1134,203,230,5,2,http,6.733575765528168,3.7022764100750063,21,57,321,47382,70970,168,0.5941381971172248,0.6511453827815943,0.11680648756709566,Backdoor,1
8,39656,68,724,icmp,CON,95.3559298916897,147,1961,39,205,2,4,dns,5.777845904056031,3.399078629299641,61,91,196,23169,99952,625,0.9685652596628754,0.4823325005935294,0.6376032314847446,Normal,1
44,10315,175,338,icmp,FIN,85.93130547724289,893,773,96,42,2,0,ssh,7.12749626553814,1.2212020776076593,48,5,277,28328,77838,931,0.11491414134010625,0.3009346612007985,0.9082358433103465,Normal,1
79,14416,194,183,icmp,INT,94.82425306479303,1924,808,95,167,3,1,ftp,9.83495645964908,6.168695367286386,15,9,879,36777,76572,917,0.4289559553736295,0.688636021146147,0.17532405572914866,Backdoor,1
251,46320,231,812,tcp,CON,99.1575614618698,1641,1345,114,221,4,3,ssh,4.176001230160412,9.988410483050895,65,86,732,42759,98096,975,0.43759503092119745,0.03156894268081201,0.4171418441325918,Backdoor,1
52,3770,236,724,icmp,CON,22.012937833282077,955,1881,111,231,6,7,smtp,7.23805331726267,5.332633648397102,18,74,453,4076,52835,326,0.2146401856612976,0.9394628429093634,0.17258769524645168,Fuzzers,1
129,29439,116,854,icmp,CON,77.02092816546298,97,599,130,71,1,8,ftp,5.151384252824629,4.847091014755705,54,65,871,59461,28569,464,0.5961843041179257,0.1081284817567697,0.8640202700380326,Backdoor,1
140,45694,21,570,icmp,FIN,45.64889369266811,1118,169,90,213,5,8,http,6.417376894145393,6.503594852078999,22,29,241,4925,75357,500,0.26848783825408795,0.13624004548235935,0.9194364599865119,Analysis,1
92,29761,190,921,icmp,FIN,4.317686284855027,129,826,216,190,2,9,smtp,2.421146106665831,3.5624271744207867,34,69,936,8690,3568,633,0.8449966168125892,0.42497665630641823,0.7234639685302898,DoS,1
234,2430,139,102,icmp,INT,51.47007687411912,1426,480,95,200,3,1,ssh,8.094895708164579,1.5179875838233814,72,32,472,11855,30222,868,0.945564765089406,0.3262103248208039,0.7890447060457202,Fuzzers,0
24,11217,117,130,tcp,FIN,8.218150454534856,663,951,117,163,3,2,ssh,4.6878422368186135,4.016611070118179,69,19,855,23852,34396,370,0.1934253897757222,0.8348932010539871,0.8953803450435897,DoS,0
222,63650,138,89,icmp,INT,98.64158571254951,1684,595,102,172,4,8,dns,5.001086853501865,9.218354992195204,49,49,535,71408,64593,542,0.6442576001914451,0.27779245093241756,0.363811075359328,Fuzzers,1
189,50834,164,342,icmp,FIN,83.23751430525674,894,778,71,234,7,8,ftp,8.472162606806341,2.902484729789836,72,33,612,47293,61030,541,0.007311675210108337,0.002639909531325202,0.9213446973618656,Backdoor,0
78,23621,73,168,udp,CON,82.62571574468096,1195,765,163,218,3,1,ssh,1.6112425812917497,0.6077641426492353,79,44,354,46143,37230,741,0.7108452042209312,0.6122161564060958,0.6402711746101236,Backdoor,1
196,57386,84,60,icmp,CON,7.791593879480308,382,495,36,193,8,9,ssh,6.25811934210054,5.999945056759461,38,8,103,16389,91034,691,0.5773911257238664,0.4703206317893306,0.5809202948387471,DoS,0
109,1448,87,833,tcp,FIN,0.7706491339482979,1265,1130,1,213,4,5,ssh,0.6673377101645572,6.987516189647397,98,2,724,3279,49252,319,0.423219105347155,0.9365740422298796,0.2838474377218816,Fuzzers,1
247,4078,126,176,udp,INT,26.75943821132295,1002,239,157,71,5,4,ftp,1.3529447586899612,7.713814772661085,50,17,333,40268,11224,339,0.8587187607111096,0.42604386917099324,0.3536330071295486,Fuzzers,0
10,58089,172,853,icmp,FIN,83.14731523782204,208,1683,87,119,0,6,ftp,1.1397101315107272,1.607151910890452,40,47,480,21729,81633,202,0.3006269976352963,0.9667188547705688,0.06794308610318556,DoS,0
8,44518,11,665,udp,INT,57.992488312217496,1332,1256,251,121,2,4,ftp,7.156468183635802,4.322848441405888,63,86,402,71702,96343,149,0.6680325023152129,0.03887568739490144,0.8239971305367471,Backdoor,0
139,39717,75,630,udp,CON,65.23756681606999,145,1159,173,118,4,6,smtp,3.4761569949792612,0.05888840388295846,10,44,897,52365,8480,126,0.13955803224343377,0.2479451617919758,0.3484509746848604,Normal,0
237,23248,185,137,tcp,CON,12.867012284518298,1835,506,55,84,9,5,smtp,9.935799731634287,4.2068032810010525,65,92,440,33220,5294,219,0.5073095938282388,0.4728075909589756,0.25897055521901025,Fuzzers,0
17,53754,8,35,icmp,INT,46.07394942157123,549,284,151,169,2,1,smtp,0.5889059920126771,6.522800578762117,64,10,432,47773,90909,404,0.31433716064807793,0.2572642349509423,0.65468468297941,Fuzzers,1
198,40257,203,160,icmp,FIN,46.500814201154995,941,673,74,70,4,6,ftp,0.07226545876730661,2.9948416360122354,55,47,315,49533,14618,912,0.8405890146624184,0.920764538924079,0.3209208644380884,Analysis,0
239,29087,196,338,udp,INT,97.94375374750625,1115,108,113,71,3,6,ftp,8.15688615010281,4.788901190317859,17,41,691,82934,92824,887,0.11145464429866425,0.4191821364516135,0.7843336498873855,Normal,0
124,25573,82,980,udp,INT,77.41918613499189,1287,598,50,58,8,4,http,5.1540650057745,0.8285772955202364,1,94,292,74808,16748,335,0.40349728460028667,0.6327072235779732,0.052136736646721804,DoS,1
221,23872,159,422,udp,INT,13.41327274648072,1797,1401,42,233,6,7,ssh,7.37895162813468,8.554079482176942,35,11,744,90881,48843,553,0.9994803161996686,0.7300626804708225,0.8934164158432364,Backdoor,0
193,38138,125,254,udp,CON,45.904643007262266,1012,1444,233,94,2,1,http,8.145032678840169,4.948115067207199,33,22,857,61208,55725,566,0.3534217004716703,0.15346431382002956,0.5736090897256109,Analysis,0
55,43290,64,305,udp,CON,77.1433602663949,380,1442,111,164,5,8,smtp,7.666535733205064,0.8056538033134364,32,14,178,38315,89710,508,0.139827540214994,0.21074418601029443,0.3072230974703236,Backdoor,0
217,52941,38,356,icmp,FIN,78.4747276445915,1891,795,89,227,7,9,http,7.447017790072796,1.8177095839507518,75,66,164,73367,89698,870,0.5923880601616303,0.8251893500232913,0.6383833049797989,DoS,1
178,27215,245,603,icmp,CON,45.4969960284318,1882,49,176,33,6,6,dns,3.432391259320482,4.0854381599583265,99,16,710,94780,5049,115,0.3249287133058705,0.4036653368183194,0.8062477174326363,Backdoor,0
4,17401,219,829,tcp,CON,82.37241818468323,822,1608,179,3,5,2,http,6.163245599816246,7.040499139146609,26,78,149,46176,35015,865,0.10169992867810795,0.2723451080366973,0.7921972302520672,Fuzzers,1
145,36905,229,82,tcp,CON,47.54170181452836,557,210,145,226,9,1,ssh,4.961081317425188,8.443800660803758,90,44,431,10254,43726,890,0.11555188993427457,0.6179332879039486,0.7050620822776026,Backdoor,0
167,38660,36,797,udp,INT,3.343539773528037,1460,842,188,203,9,8,ssh,9.751833051453119,2.0398180622503226,22,89,964,59096,34196,130,0.12692352654511396,0.25948562435891764,0.38603408496559277,Backdoor,1
204,18946,245,40,udp,FIN,81.19862131880244,1646,1770,60,81,9,1,smtp,1.501542781287608,8.103650470676893,35,70,798,30878,13820,148,0.022455931372767246,0.985528356884249,0.7725417062341061,DoS,1
196,5752,159,342,udp,FIN,99.42754436063737,250,1663,141,161,8,1,dns,2.4748785634132364,1.5925401624133084,75,57,310,15087,8902,946,0.85806519450614,0.7671916182745253,0.17998850070328531,Normal,1
121,22483,131,610,tcp,CON,27.80014968100287,598,1193,115,206,4,1,smtp,4.427301006962261,4.226896055207389,51,43,495,4316,1580,297,0.611029160826522,0.199938739112286,0.9157912317091921,DoS,0
76,5576,87,125,tcp,INT,66.59963702410283,598,1258,9,59,4,1,http,1.8014547106445156,8.857732135043959,26,75,422,99401,90940,414,0.8985148162721399,0.586261833503855,0.34323072518259623,Normal,0
49,6326,60,285,udp,CON,40.54873223159926,833,949,105,49,9,9,smtp,6.797968580584595,1.9989041982375977,24,39,537,7977,68733,624,0.7491229193107802,0.7529224409796655,0.3833637888372897,Normal,0
23,63336,83,661,icmp,CON,40.60802873076545,1183,871,59,160,0,9,ssh,0.46158537460243787,6.52905878567008,51,75,337,17406,95384,526,0.7096431347984852,0.9645375836822836,0.807615119418868,Fuzzers,1
163,51431,45,709,udp,INT,91.7404013111606,1417,219,22,228,7,3,http,5.80132546042727,6.319650080868467,48,81,667,29863,87221,884,0.050331678628826815,0.0470401032910821,0.6220880786170188,Backdoor,1
244,3310,201,103,icmp,INT,95.99868842822355,1680,1735,195,197,9,8,ssh,6.224415898690145,1.9929617219991025,41,5,808,70756,85838,790,0.3071526377140288,0.9379885718590586,0.19272350206979627,Normal,1
21,23528,241,800,tcp,INT,10.878170220670668,1769,590,30,15,4,7,dns,2.472016676953648,0.09514153454704077,3,54,545,68874,96293,804,0.11074196750285814,0.8717658870030116,0.334865161782839,DoS,0
179,17450,246,429,icmp,CON,72.70510738577515,833,1139,60,161,7,7,ssh,1.8754884645675374,1.0836225635091834,51,94,716,16367,79309,318,0.5270381333405955,0.5616932895954745,0.22956618957408004,Backdoor,1
149,63922,227,633,icmp,CON,17.99932748970535,521,1450,50,56,3,5,ssh,3.586485195368303,8.588428200304858,10,13,424,41475,41745,428,0.4786686013922766,0.28020085090478153,0.2746805328495724,Fuzzers,0
44,29255,34,233,udp,CON,53.10100212472669,168,1712,132,186,9,8,ssh,1.5023689837591736,2.150883218198235,9,64,369,5838,34515,704,0.35398197245936935,0.5289163443590293,0.1878528942238925,Fuzzers,0
55,17781,189,1013,icmp,CON,80.08582876888806,1553,1157,234,89,0,3,http,3.2704605447517485,0.5026416186227922,30,21,624,40621,10075,204,0.3668393834120762,0.6783005532834574,0.5895791350130023,Backdoor,1
73,41972,218,784,icmp,CON,22.344483666343283,506,148,185,99,4,3,ftp,9.84956847058765,3.9034430286759347,94,8,164,34937,28184,120,0.3023019035239237,0.8525337649178345,0.804108487217228,Normal,0
174,31670,130,665,icmp,INT,32.51277661092369,1987,1104,181,233,5,0,smtp,5.353920870080261,5.1808181824868615,96,95,955,69831,19358,603,0.32117714256849983,0.7347231723574078,0.9522118680758239,Backdoor,1
76,13107,142,206,udp,CON,94.44235731343772,688,906,205,120,2,6,smtp,2.0080506074587112,7.525887359681037,71,97,739,29447,59858,615,0.16650482875782235,0.3414905236824757,0.06659132385884048,Backdoor,0
211,20734,98,795,icmp,FIN,41.77001262397289,822,1599,58,178,8,9,ftp,0.43891789398678216,7.801860145678744,8,95,849,61190,27577,108,0.5917900896614026,0.8723903665192535,0.6919741635153333,Analysis,1
94,9239,209,398,udp,CON,7.670383624392107,1462,917,43,217,8,7,http,4.173414652088732,9.808754972425184,28,57,256,95561,70194,412,0.9917918620720947,0.19407312864353654,0.7367497088209203,DoS,1
28,45789,179,663,tcp,CON,41.64704230339073,231,1469,238,46,4,7,ssh,8.380092224171408,8.672874574111912,65,40,401,91912,42736,306,0.5249947645654135,0.35056221878442684,0.24371490588607925,Analysis,0
25,63642,160,672,icmp,INT,45.15501828903917,528,856,2,219,8,1,ssh,1.9418718760939147,2.9654722009169387,97,96,392,62674,29828,162,0.240557934308829,0.16015523658611408,0.5034129491331517,Fuzzers,0
102,53172,3,828,udp,INT,77.87117926399685,1159,598,184,250,7,9,smtp,2.5786826223402413,9.202502917588216,15,55,124,34778,62163,341,0.6050642160081273,0.5824312277405992,0.676932153139787,DoS,0
104,25238,244,859,icmp,CON,34.83744532661471,954,1321,224,204,0,0,dns,4.602966090050011,0.9926710223493829,23,77,509,59845,11898,300,0.07716574484350258,0.04372399506692459,0.9886362262390246,DoS,1
187,32441,134,412,icmp,INT,12.668119418386791,507,1850,175,70,5,4,dns,0.25476590030081736,1.7213826686520861,46,21,768,93878,68259,395,0.65314405223616,0.09658155427625059,0.21487214449032188,Backdoor,0
122,4949,243,101,udp,FIN,77.81325142348781,717,684,41,3,7,2,smtp,6.419898626855876,4.502558493857855,12,24,729,32111,98629,937,0.7509172586754458,0.013682670753599413,0.628306525482594,Analysis,0
42,24694,173,456,icmp,INT,37.53234639772739,221,1219,248,152,9,6,ssh,6.051587601930166,5.221511695794218,2,29,986,59786,20003,958,0.6137321082898113,0.2397638267434128,0.6579509666933682,Analysis,1
55,3093,133,421,tcp,INT,3.1200901393953595,1752,1597,116,139,4,6,ssh,4.643660750879225,7.78732548427075,51,15,867,13587,79521,874,0.856460337514055,0.13946299022121378,0.29664305872163554,DoS,1
144,49068,192,356,icmp,INT,83.234988123164,1223,292,113,15,0,7,ftp,1.5768647571504935,6.2168881250181,55,60,992,8499,74263,957,0.08155043715151034,0.1020097932911106,0.3914071463048876,Fuzzers,0
85,59679,63,510,icmp,INT,96.65373677378668,1781,46,183,37,4,8,http,3.9508076253457003,4.5112515126619455,79,69,634,82103,45344,132,0.14402546894187984,0.8997275008476541,0.7522383549758567,DoS,1
171,13374,115,598,udp,INT,96.27582043601195,729,1042,134,214,7,7,ftp,9.402331414390453,8.703216881519143,50,46,937,69446,91314,533,0.7385024429661778,0.6284106959827483,0.4769126296058377,Analysis,0
235,44503,7,645,udp,FIN,62.058253150564056,1614,1846,12,22,0,2,ssh,0.911592705414066,9.294442688679212,51,30,682,40313,64079,226,0.9331969792148056,0.8542007129755846,0.7741535765533697,DoS,1
91,39696,190,396,icmp,FIN,26.37681035087901,632,870,173,217,2,5,dns,5.36672308338947,4.067191287276396,93,20,430,64385,37354,714,0.8451306778002126,0.5534465576444089,0.4112418346254111,Normal,0
141,27979,83,638,tcp,CON,86.71597557342609,744,372,104,60,7,5,ftp,6.125789382141351,6.05656313800237,96,98,729,99019,94228,433,0.22438048052911042,0.5730661702584658,0.9864423554528298,Analysis,1
212,48350,25,1011,icmp,CON,17.79216806737289,1823,1618,237,124,8,0,ftp,4.395873816096396,1.2470162626704606,32,24,138,66035,37521,901,0.42339097913361423,0.4907369891610023,0.7645069633085158,Backdoor,0
54,44875,203,673,udp,CON,74.93088474785237,776,1670,61,178,4,6,http,4.8977751241515675,8.99621166446392,68,41,475,89702,85112,653,0.7842975311396686,0.9570346288165655,0.19821754819156223,Normal,0
130,18394,60,625,udp,CON,87.22684620311244,256,1862,222,115,3,1,dns,8.203868708655962,6.813993149285645,84,32,281,23199,60376,475,0.323321113070983,0.43948319235379174,0.2694142898027292,Fuzzers,0
78,52535,57,306,tcp,CON,92.75425760342763,1257,1657,181,196,6,1,smtp,4.103553983860454,1.2574835930608697,64,36,624,98348,12299,559,0.09677373415789059,0.8825873696293385,0.09431777960547072,DoS,1
160,43323,37,357,tcp,CON,56.92523777880451,915,462,172,206,2,9,dns,0.5203443473747149,4.706034091285675,80,28,907,92716,2006,122,0.07946658403560203,0.09384534409859091,0.8402122256060599,Analysis,0
189,21183,154,71,udp,CON,95.71096524904968,1747,803,108,190,6,2,ssh,7.807370320110712,0.29132928949496706,84,7,837,58051,89827,720,0.7143047569038624,0.9133908311503679,0.5814439084487709,DoS,1
36,48454,87,530,icmp,INT,3.589227969995412,1438,1457,222,38,3,0,ssh,0.5215745409062422,8.029366648941776,27,48,665,79908,16719,122,0.804290453180538,0.048310270252171716,0.014550308190258932,Fuzzers,0
48,42352,145,94,tcp,CON,3.80905274003972,1676,1348,192,225,7,9,ftp,4.988756991377899,0.6320298738078944,32,42,832,51464,58039,382,0.6627951539404852,0.38720633600346943,0.5783099764128065,Analysis,0
6,8598,88,803,udp,CON,76.1562181462974,1256,1095,88,196,4,0,ftp,6.042564085852878,0.24199301898622627,45,49,539,26482,96200,433,0.5447284788996626,0.8883662195065669,0.9832171886841561,Backdoor,1
4,11756,192,980,icmp,INT,99.77759944206367,298,972,23,215,3,8,ssh,0.1849007838061445,8.44378278273632,87,98,109,94481,3730,100,0.2912316226143069,0.4556063266864988,0.4191030720659671,DoS,1
13,21919,95,829,icmp,FIN,14.773749332308716,1295,1808,135,223,1,7,dns,1.3803014201349273,5.721202708938784,70,9,665,82700,61616,776,0.38197360692786986,0.8648685401877463,0.5568985269089597,Analysis,1
180,3884,202,177,tcp,FIN,37.44759204084374,1188,1609,165,158,3,3,dns,2.493475278982528,3.8495363127800033,94,29,912,613,53645,221,0.4797876859449154,0.1326789741044807,0.42873282230460485,Analysis,0
230,27235,119,659,tcp,CON,98.606893775208,1617,186,194,160,8,0,smtp,9.98368121411184,2.8545283911464447,48,49,664,28715,50453,367,0.2977718893875184,0.08613899790758228,0.7669710627998317,Analysis,0
105,30798,4,452,udp,CON,87.17826131736074,79,1327,247,206,0,7,ssh,1.5527557718333462,2.0205994607835454,72,79,188,42529,35783,550,0.7310981864611336,0.9464734458743767,0.7256176805896662,Fuzzers,0
225,51081,111,22,tcp,INT,41.08805639330022,705,1429,7,66,0,1,ftp,8.953130256798973,4.057935705403597,46,56,546,30026,73328,845,0.3511390133793548,0.999317445521038,0.5930541455039409,Backdoor,0
186,12087,63,739,udp,CON,89.06051468286064,342,1003,166,74,3,9,ftp,9.01411151841237,7.118787753412245,1,17,164,93293,93026,729,0.37265177513207803,0.47299779862723923,0.049682653716093705,Backdoor,0
206,37634,125,892,icmp,CON,45.1066235112593,926,1938,195,73,0,2,dns,8.932110559163405,3.191846468816082,82,82,722,49807,83996,534,0.8448397987876609,0.19599305979264903,0.4794839904303245,Backdoor,1
